,product_index,name,n_reviews,price,brand,img_url,details,star_rating,product_url,sentiment_rf_feature0,contribution_rf_feature0,sentiment_rf_feature1,contribution_rf_feature1,sentiment_rf_feature2,contribution_rf_feature2,sentiment_rf_feature3,contribution_rf_feature3
3865,3866,"George Colorluxe 1000 Piece Puzzle - Auvezere River, Limousin, France",2,22.49,George,https://images-na.ssl-images-amazon.com/images/I/911EE2mXpiL._SL1500_.jpg,'Historic. Medium difficult. Eye catching. Great enjoyment!',4.6,https://amazon.com/George-Colorluxe-1000-Piece-Puzzle/dp/B016LK6ZXS,,0.0,0.285875,1.0,,0.0,0.56555,2.0
3866,3867,America's Parks Bryce Canyon 1000 Piece Puzzle,3,29.99,Gift Item,https://images-na.ssl-images-amazon.com/images/I/71XBPkBegCL._SL1001_.jpg,,3.3,https://amazon.com/Americas-Parks-Bryce-Canyon-Puzzle/dp/B00R2LGW70,,0.0,-0.03510000000000002,3.0,-0.2617,1.0,,0.0
3867,3868,Ravensburger African Wildlife Puzzle (1000-Piece),4,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81zczci40ZL._SL1500_.jpg,"'Puzzle measures 27"" x 20"". Puzzles are fun - on your own, or with family and friends. Relax from your busy life and build a beautiful image and a new memory. Ravensburger Premium Puzzle with Softclick Technology'",4.1,https://amazon.com/Ravensburger-African-Wildlife-Puzzle-1000-Piece/dp/B00KAAERUY,-0.296,1.0,0.11241666666666666,3.0,0.66445,2.0,-0.296,1.0
3868,3869,Heye Cello Puzzles (1000-Piece),10,0.0,nan,nan,"'High Quality Die-Cut Jigsaw. Made with recycled cardboard. with gold foil stamping. Fun for all the family. Easy to do, no instructions required.'",5.0,https://amazon.com/Heye-Rosina-Wachtmeister-Jigsaw-Puzzle/dp/B006VCFWF4,,0.0,0.46345000000000003,2.0,0.55655,2.0,0.4223100000000001,5.0
3869,3870,"Big Ben 1,000 Piece Puzzle - Buckinghamshire, England",2,19.99,nan,nan,,4.0,https://amazon.com/Big-Ben-Piece-Puzzle-Buckinghamshire/dp/B006G1S5DG,,0.0,,0.0,0.11333333333333334,1.0,,0.0
3870,3871,Christmas Eve Jigsaw Puzzle,4,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/71CKLXX7L8L._SL1000_.jpg,"'1000 Piece Puzzle. 30""x24"" Completed. Made in the U.S.A Made with Recycled Materials. A Vermont Christmas Company Original Puzzle'",3.7,https://amazon.com/Vermont-Christmas-Company-VC106-Jigsaw/dp/B005GMRCJY,-0.2755,1.0,0.35263333333333335,2.0,,0.0,,0.0
3871,3872,Holy Infant Window Jigsaw Puzzle,4,14.99,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/71SWxOHOyEL._SL1000_.jpg,"'1000 Piece Puzzle. 30""x24"" Completed. Made in the U.S.A Made with Recycled Materials. A Vermont Christmas Company Original Puzzle'",3.0,https://amazon.com/Holy-Infant-Window-Jigsaw-Puzzle/dp/B004NXU6W2,,0.0,0.04886666666666667,1.0,0.5267,1.0,0.5566,2.0
3872,3873,SUNSOUT INC Sharin' a Sandwich 1000pc Jigsaw Puzzle by Jack Sorenson,1,21.0,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/81P2TKDEnbL._SL1500_.jpg,'SunsOut 1000pc Jigsaw Puzzle. Completed Puzzle Size: 20x27 Inches. Puzzle Artist: Jack Sorenson. Eco-Friendly - Soy-Based Inks - Recycled Board. Proudly Made In The USA',5.0,https://amazon.com/Sharin-Sandwich-1000pc-Jigsaw-Sorenson/dp/B004HSAO2K,,0.0,,0.0,,0.0,0.7964,1.0
3873,3874,White Mountain Puzzles - Terry Redlin: Our Friends - 1000 Piece Jigsaw Puzzle,14,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81Qs83ePRZL._SL1200_.jpg,'Terry Redlin. Artist Terry Redlin. Made in the USA. Recycled materials. 1000 Pieces',4.0,https://amazon.com/White-Mountain-Puzzles-Terry-Redlin/dp/B001N7WWHS,-0.296,1.0,0.22889999999999996,5.0,0.54815,2.0,0.6764,5.0
3874,3875,Photomosaic Elvis Presley Jigsaw Puzzle 1026pc,6,29.27,Buffalo Games,nan,,3.2,https://amazon.com/Photomosaic-Presley-Jigsaw-Puzzle-1026pc/dp/B00009XO91,,0.0,0.14497916666666666,4.0,0.14156666666666665,2.0,0.7254,1.0
3875,3876,"MY BIBY Wood Wooden Jigsaw Puzzles 1000 Pieces for Adults, Magic Book House Jigsaw Puzzles Toys",2,23.99,MY BIBY,https://images-na.ssl-images-amazon.com/images/I/818e0ONE9KL._SL1000_.jpg,"'▲1000 Pieces Jigsaw Puzzle: --The jigsaw puzzle contains 1000 piece puzzles, featuring a finished size of 50x75cm/20x30inch. This puzzle shows a river that is make up by a magic bookrack, which is mysterious and artistic ▲High Quality Wood: --Every puzzle is proudly manufactured from advanced quality wood materials. It is smooth with vivid color, waterproof and durable for long time storage. 100% satisfaction guarantee ▲Easy & Fun: --There are corresponding numbers in the back of each puzzle for easier playing. And there is a complete shape picture as a reference. You will love to play with it ▲Application: --Designed with magic book house, this puzzle is special and beautiful, and would be perfect gifts for teens and adults to develop good hand-eye coordination, fine motor skills and problem solving ability. They are also great decorations for your house ▲Service Gurantee: --We pay high attention to the quality of products, and we do check the product before shipment. If there is any questions please feel free to contact us and we will reply you as soon as possible.'",4.0,https://amazon.com/MY-BIBY-Wooden-Jigsaw-Puzzles/dp/B07MYHX6J5,,0.0,,0.0,,0.0,0.23010000000000005,1.0
3876,3877,Bgraamiens Puzzle- Dunhuang Deer-Flying Deer-1000 Pieces Jigsaw Puzzle Rich Color Challenge 1000 PCS Square Jigsaw Puzzles,2,12.99,Bgraamiens,https://images-na.ssl-images-amazon.com/images/I/81sdorVvkmL._SL1100_.jpg,"'Paper. ★ADVANCED CHALLENGE: The Bgraamiens Puzzles –Dunhuang Deer- was created according to one of Dunhuang Murals’ representative and classic animal elements-- Deer,which is the symbol of Luck.This is a 1000 pieces art work worthy of any skilled puzzler. This is definitely a great test for the puzzler fanatic to enjoy!. ★SPECIFICS: Includes 1000 extra large puzzle pieces made of sturdy chipboard on recycled paper. Completed puzzle dimensions: 26.7 x 26.7 inches. 100% customer satisfaction guarantee ★1000 PIECES OF FUN: Challenge your family and friends and provide hours of fun and entertainment piecing this remarkable puzzle together, sure to become a permanent addition to your home ★MORE TO PUZZLE BUILDING: Art jigsaw puzzles are a fun, inexpensive way to enjoy beautiful works of art first hand! Use to boost skills: hand-eye coordination, motor skills, problem solving, etc ★Easy Operation - Back sides of pieces are divided into several areas with different colors and dots, which helps to make work easier'",5.0,https://amazon.com/Bgraamiens-Dunhuang-Deer-Flying-Deer-1000-Challenge/dp/B07MVTSP3Q,,0.0,0.40396666666666664,2.0,0.19018,1.0,0.5580333333333334,2.0
3877,3878,Kitties in The Kitchen 1000 Piece Shaped Jigsaw Puzzle by SunsOut,5,19.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/A1dQ6DLYLaL._SL1500_.jpg,'KItties in the Kitchen 1000 Piece Shaped Jigsaw Puzzle by SunsOut. Finished Size: SHAPE 26.25 x 34.25. Artist: Barbara Behr. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',4.4,https://amazon.com/KItties-Kitchen-Shaped-Jigsaw-SunsOut/dp/B07845KLDQ,,0.0,,0.0,0.6901,1.0,0.27305,2.0
3878,3879,Butterfly Summer 1000 Piece Shaped Jigsaw Puzzle by SunsOut,2,16.98,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91MzKrC45VL._SL1500_.jpg,'Butterfly Summer 1000 Piece Shaped Jigsaw Puzzle by SunsOut. Finished Size: SHAPE 24x35. Artist: Nanacy Wernersbach. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',5.0,https://amazon.com/Butterfly-Summer-Shaped-Jigsaw-SunsOut/dp/B07838GB8W,,0.0,,0.0,,0.0,0.8173,1.0
3879,3880,On The Route 1000 Piece Jigsaw Puzzle by SunsOut - Vintage Theme,2,17.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91hVP1PEr-L._SL1500_.jpg,'On the Route 1000 Piece Jigsaw Puzzle by SunsOut - vintage theme. 1000 Piece Jigsaw Puzzle - Completed Size: 26x26. Puzzle Artist: John Roy. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',5.0,https://amazon.com/Route-Piece-Jigsaw-Puzzle-SunsOut/dp/B0753QXQB6,,0.0,,0.0,,0.0,,0.0
3880,3881,Venice,1,22.99,D-Toys,nan,"'Pieces: 1000. Puzzle Type: Jigsaw Puzzle. Theme:Contemporary & Modern Art. Dimensions: 26.77"" x 18.50"" (68 x 47 cm)'",5.0,https://amazon.com/D-Toys-Venice/dp/B071S12JH4,,0.0,0.026166666666666675,1.0,0.4593,1.0,,0.0
3881,3882,"Linda Nelson Stocks - Village at the Bay - Ceaco 1000 Piece Jigsaw Puzzle, Completed Size 27"" x 20""",2,29.85,Ceaco,nan,"'ENJOY THIS EARLY AUTUMN FARM SCENE, the horse and buggy along the road with harvesters working crops. USE the HIGH GLOSS IMAGE on the box for reference in assembling your FALL FARM jigsaw puzzle. This LINDA NELSON STOCKS 1000 PIECE JIGSAW PUZZLE measures 27"" by 20"" when completed. ALL CEACO JIGSAW PUZZLES are Proudly MADE IN THE USA.', ""Collect all styles of Linda Nelson Stocks puzzles and any others in your favorite artist's collection.""",3.8,https://amazon.com/Linda-Nelson-Stocks-Village-Completed/dp/B01N6WKJNB,,0.0,0.6491,1.0,0.7722,1.0,0.5859,1.0
3882,3883,1000 Piece Thomas Kinkade 'Autumn in New York' Jigsaw Puzzle (3310-53),3,28.95,Ceaco,https://images-na.ssl-images-amazon.com/images/I/81JaTN5NMJL._SL1500_.jpg,"'1000 PIECE PUZZLE. 27"" x 20"" INCHES. THOMAS-KINKADE'",3.3,https://amazon.com/Thomas-Kinkade-Autumn-Jigsaw-3310-53/dp/B01K31K4EM,,0.0,,0.0,,0.0,0.5994,1.0
3883,3884,Duck Haven 1000pc Wild Country Series Puzzle,1,24.98,Lafayette Puzzle Factory,nan,"'Features 1000 uniquely shaped, interlocking pieces. Measures 20 by 27 inches when complete For ages 10 and Up. The new 2016 Wild Country Series features stunning artwork from the back country to the Wild West. Artist Geno Peoples. A dimly lit cabin and setting sun make for the perfect country setting in this scenic puzzle.'",5.0,https://amazon.com/Duck-Haven-1000pc-Country-Puzzle/dp/B01BQXO06O,,0.0,,0.0,,0.0,0.3612,1.0
3884,3885,EuroGraphics Ice Cream Flavors Jigsaw Puzzle (1000-Piece),5,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81ggS7dLD2L._SL1200_.jpg,"'1000-Piece Puzzle (Small Box). Box size: 8"" x 8"" x 2.37"". Finished Puzzle Size: 19.25"" x 26.5"". Manufactured using the highest quality blue board. Made in the USA'",3.0,https://amazon.com/EuroGraphics-Flavors-Jigsaw-Puzzle-1000-Piece/dp/B00PY2GKNK,,0.0,0.18082499999999999,4.0,,0.0,0.0953,1.0
3885,3886,Dowdle Folk Art Jigsaw Puzzle - Imaginary Dragons 1000 Pc,8,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/811CsklejhL._SL1001_.jpg,"'THE IMAGINATION COLLECTION. Let your imagination run wild ENJOY THE PROCESS OF BUILDING THIS 1000 PIECE PUZZLE measuring out to be 19 X 27 inches COLLECTABLE PUZZLES FEATURING LOCATIONS from around the world. These collector painting help you feel part of the culture. From Islands to Mountains, from Sports to Holidays, collect them all today MADE IN AMERICA (USA). Made of a Blue Chip Board that is imported from Holland. High quality puzzle cardboard INCLUDES SPECIAL HIDDEN CULTURAL and city based references and jokes. Use your brain. Enhance your dexterity. Can you spot the people, jokes and messages hidden in the paintings?'",5.0,https://amazon.com/Jigsaw-Puzzle-Imaginary-Dragons-Dowdle/dp/B00JJZATBW,,0.0,0.29622499999999996,4.0,,0.0,0.7220666666666666,3.0
3886,3887,SUNSOUT INC Little Shoppers 1000 pc Jigsaw Puzzle,4,11.19,SUNSOUT INC,nan,'Little Shoppers 1000 pc Jigsaw Puzzle. 1000 Piece Puzzle - Completed Size: 16x34. Puzzle Artist: Les Ray. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',4.3,https://amazon.com/Little-Shoppers-1000-Jigsaw-Puzzle/dp/B002O6QEZ8,,0.0,0.8733,1.0,0.6597,1.0,-0.3412,1.0
3887,3888,EuroGraphics Birds Fields and Gardens Puzzle (1000-Piece),4,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/7191pjBTcUL._SL1200_.jpg,"'1000-Piece Puzzle. Box size: 10"" x 14"" x 2.37"". Finished Puzzle Size: 19.25"" x 26.5"". Manufactured using the highest quality blue board. Made in the USA. Made in the United States. 100% recyclable and safe, non-toxic, and printed with vegetable-based inks and Certified by the Forest Stewardship Council. Printed in Canada, made in the United States. Puzzle pieces are manufactured using the highest quality 0.07"" blueboard, offering an exact fit without fraying over time and use. Assembling puzzles improves fine motor skills and picture recognition abilities - promotes both cooperative and independent play'",4.5,https://amazon.com/EuroGraphics-Fields-Gardens-Puzzle-1000-Piece/dp/B002MYD4BO,,0.0,0.12660000000000002,3.0,,0.0,0.5267,1.0
3888,3889,Ravensburger The Spanish Steps in Rome - 1500 Piece Puzzle,18,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81f5Nx0aVbL._SL1500_.jpg,"""Since 1891 we've been making the finest puzzles in Ravensburg, Germany"", 'Experience the quality of a Ravensburger puzzle - piece by piece', ""It's our attention to detail which makes Ravensburger the world's greatest puzzle brand"", 'Our latest technology guarantees an optimal interlocking fit of each puzzle piece to create a perfectly smooth puzzle. Every Ravensburger puzzle exceeds all national and international safety testing standards'",3.9,https://amazon.com/Ravensburger-Spanish-Steps-Rome-Puzzle/dp/B002EZZ6SA,-0.19916666666666666,8.0,0.35322833333333337,10.0,0.3273333333333333,3.0,0.4892,10.0
3889,3890,Springbok 1500 Piece Jigsaw Puzzle - Chicago Your Kind of Town!,1,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81wK-x%2B7CeL._SL1500_.jpg,'Springbok 1500 Piece Jigsaw Puzzle- My Kind of Town Chicago by Hallmark.',5.0,https://amazon.com/Springbok-1500-Piece-Jigsaw-Puzzle/dp/B0027SEC3O,,0.0,,0.0,0.3612,1.0,0.7845,1.0
3890,3891,Ravensburger Puzzle - M?xtery Jungle Jumble (1000 pieces),1,26.6,Ravensburger,https://images-na.ssl-images-amazon.com/images/I/81pRkIUbSqL._SL1500_.jpg,'Jigsaw Puzzle 1000 pieces. Dimensions : 70.00 x 50.00 cm. Age : For adults',5.0,https://amazon.com/Ravensburger-Puzzle-Jungle-Jumble-pieces/dp/B0006NMA0Y,,0.0,,0.0,0.8883,1.0,,0.0
3891,3892,"Schmidt Animal Kingdom Jigsaw Puzzle (Piece 1000),,",3,19.57,Schmidt,https://images-na.ssl-images-amazon.com/images/I/71%2B6%2BMYPOTL._SL1161_.jpg,"'Extremely high-quality jigsaw puzzles manufactured by SCHMIDT Spieled. The pieces are smooth-edged, well fitting, extra thick and varied with stunning detail, lots of color and depth. Made in Germany. 1000 pieces'",5.0,https://amazon.com/Schmidt-Animal-Kingdom-Jigsaw-Puzzle/dp/B074TP1KPL,,0.0,0.45755,2.0,0.318225,2.0,0.5997333333333333,3.0
3892,3893,1000 Piece Puzzle Presidents of The United States of America Smithsonian,1,15.94,nan,https://images-na.ssl-images-amazon.com/images/I/91wtBLNC%2BAL._SL1500_.jpg,,3.0,https://amazon.com/Puzzle-Presidents-United-America-Smithsonian/dp/B06Y13YVCB,,0.0,-0.3048,1.0,,0.0,0.1806,1.0
3893,3894,LANG Jigsaw Puzzle 1000 Pieces -American Cat,2,23.82,LANG,https://images-na.ssl-images-amazon.com/images/I/81qFOdLXvWL._SL1203_.jpg,'Challenging yet fun way to spend some quiet time at home. 1000 piece puzzle. Made in China',5.0,https://amazon.com/LANG-Jigsaw-Puzzle-Pieces-American/dp/B06X1DGB7Y,,0.0,0.124,1.0,,0.0,,0.0
3894,3895,Bits and Pieces - 1000 Piece Jigsaw Puzzle for Adults - Farm Quilt - 1000 pc Summer Animal Jigsaw by Artist Sally Ball,4,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/81MEcfphgTL._SL1000_.jpg,"'Contains a 1000 piece jigsaw puzzle designed by artist Sally Ball Sharp Our Jigsaw Puzzles are made with recycled cardboard Die-cut puzzle pieces are easy to handle - and no two are alike. Our 1000 Piece Puzzles are exciting and challenging to put together Bits And Pieces exceptional jigsaw collection provides original and intriguing gifts for any interest, age or ability Puzzle Size is 20"" x 27"" when completed.'",5.0,https://amazon.com/Bits-Pieces-Jigsaw-Puzzle-Adults/dp/B01LWSKVJR,-0.3413,2.0,-0.3938,1.0,0.644,1.0,0.5922000000000001,2.0
3895,3896,USA 1000 - Liberty! Puzzle,1,9.99,Lafayette Puzzle Factory,https://images-na.ssl-images-amazon.com/images/I/91noQgmWMfL._SL1500_.jpg,"'Age: 10+. Pieces: 1000. Puzzle Type: Jigsaw Puzzle. Theme: Fireworks, Fourth of July, Patriotic, Statue of Liberty, United States'",5.0,https://amazon.com/Lafayette-Factory-USA-1000-Liberty/dp/B01I2804ES,,0.0,,0.0,,0.0,,0.0
3896,3897,"All Aboard, A 1000 Piece Jigsaw Puzzle By Lafayette Puzzle Factory",3,10.99,Lafayette Puzzle Factory,https://images-na.ssl-images-amazon.com/images/I/91GlgG239qL._SL1500_.jpg,'Age: Adult. Pieces: 1000. Puzzle Type: Jigsaw Puzzle. Theme: Trains',4.2,https://amazon.com/Aboard-Jigsaw-Puzzle-Lafayette-Factory/dp/B01BTBG8NQ,,0.0,0.517,2.0,-0.07655,1.0,0.6369,1.0
3897,3898,Ceaco Thomas Kinkade - Peaceful Moments Puzzle (1000 Piece),6,18.46,Ceaco,https://images-na.ssl-images-amazon.com/images/I/81XE%2BTvPvPL._SL1500_.jpg,"'1000 pieces. Puzzle assembled is 27"" x 20"". High gloss image on package for reference', ""Collect all styles in your favorite artist's collection"", 'Made in the USA'",5.0,https://amazon.com/Ceaco-Thomas-Kinkade-Peaceful-Moments/dp/B019G1RE9S,,0.0,-0.1027,1.0,0.5719,1.0,0.6960333333333333,3.0
3898,3899,Cobble Hill Beer Collection Jigsaw Puzzle (1000 Piece),4,22.99,Cobble Hill,https://images-na.ssl-images-amazon.com/images/I/915ysCViiRL._SL1500_.jpg,"'For ages 10 and up, proudly made in the USA Beer collection is a 1000 piece jigsaw puzzle from COBBLE HILL featuring a collection of eccentric beer bottles on display. Puzzle measures. COBBLE HILL offers a large selection of images that bring back days of old memories, colorful images to inspire your imagination'",4.4,https://amazon.com/Cobble-Hill-Collection-Jigsaw-Puzzle/dp/B00PUK3W5U,,0.0,-0.132,2.0,-0.32355,2.0,0.5801,1.0
3899,3900,1000 Micro-piece Jigsaw Puzzle Fantasy Art Happiness of White Owl (26x38cm),3,21.99,Beverly,https://images-na.ssl-images-amazon.com/images/I/61ZO4pP7ylL._SL1000_.jpg,'Subject gender: Boys. Target age: From 15 months. GUNDAM FO 01 FIGURE Anime Robot',3.1,https://amazon.com/Micro-piece-Jigsaw-Fantasy-Happiness-26x38cm/dp/B00L4S9UO4,,0.0,,0.0,0.53685,1.0,0.101475,2.0
3900,3901,Store Straw-1stanniversary 1000 Piece by Puzzles,3,35.73,ensky,https://images-na.ssl-images-amazon.com/images/I/A1gIQVio3cL._SL1500_.jpg,"'Ensky sells jigsaw puzzles of characters such as ONE PIECE animation and the company stands at the top of sales in recent years with these big hits. Ensky sells jigsaw puzzles of characters such as ONE PIECE animation and the company stands at the top of sales in recent years with these big hits Puzzles are also an important educational learning tool for toddlers and young children as they provide many skills and mental learning benefits and opportunities Working on puzzles and solving them provides us with very many helpful benefits Research shows puzzles are educational, especially in the area of mathematics, and they offer developmental support for both children and adults Obtain a jigsaw puzzle of your choice from Japan, and have a fun, relaxing time with your kids, while at the same time developing their minds educationally.'",5.0,https://amazon.com/Store-Straw-1stanniversary-1000-Piece-Puzzles/dp/B00K1W8XH4,,0.0,0.7096,1.0,-0.5267,1.0,,0.0
3901,3902,Springbok Puzzles - Spirit of Coca-Cola - 1000 Piece Jigsaw Puzzle - Large 24 Inches by 30 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces - Officially Licensed Coca Cola Puzzle,8,59.99,Springbok,https://images-na.ssl-images-amazon.com/images/I/81c-g7C7hVL._SL1000_.jpg,"'1000 PIECE JIGSAW PUZZLE - Featuring a finished size of 30 inches by 24 inches with a precision cut that ensures a tight, interlocking heirloom-quality puzzle. MADE IN USA - Manufactured in Kansas City, Missouri; Springbok Puzzles have been American made since 1963. ECO-FRIENDLY - Springbok Puzzles are manufactured with sustainably sourced organic, non-toxic soy-based inks & utilizes 100% recycled puzzle board materials. UNIQUE CUT PIECES - Each puzzle piece is unique and never repeated; Springbok Puzzle pieces are made from thick cut 75 point board, 18% thicker than the industry average. EASY NO HASSLE PUZZLE WARRANTY - All Springbok Puzzle products are covered with our satisfaction guarantee on materials and craftsmanship. Finished Size: 24"" x 30"". By: The Coca-Cola Company. Pieces: 1000'",5.0,https://amazon.com/Springbok-Puzzles-Coca-Cola-Interlocking-Officially/dp/B00I0EDHJY,,0.0,0.7696000000000001,2.0,0.7906,1.0,0.69225,2.0
3902,3903,Ravensburger Jack Vettriano: The Singing Butler - 1000 Piece Puzzle,21,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/712ZNwGjpZL._SL1500_.jpg,"""Since 1891 we've been making the finest puzzles in Ravensburg, Germany"", 'Experience the quality of a Ravensburger puzzle - piece by piece', ""It's our attention to detail which makes Ravensburger the world's greatest puzzle brand"", 'Our latest technology guarantees an optimal interlocking fit of each puzzle piece to create a perfectly smooth puzzle. Every Ravensburger puzzle exceeds all national and international safety testing standards'",4.1,https://amazon.com/Ravensburger-Jack-Vettriano-Singing-Butler/dp/B002ZCXPF8,,0.0,0.2722233333333334,10.0,0.2715648148148148,9.0,0.6422166666666668,12.0
3903,3904,White Mountain Puzzles All Aboard - 1000 Piece Jigsaw Puzzle,17,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/A1iY7Ue86BL._SL1500_.jpg,'Model Trains. Thomas the Train. Made in USA. Recycled materials. 1000 pieces',4.8,https://amazon.com/White-Mountain-Puzzles-All-Aboard/dp/B002Q6RSAG,,0.0,0.66419,5.0,0.5841000000000001,2.0,0.56842,5.0
3904,3905,White Mountain Puzzles Butterflies - 1000 Piece Jigsaw Puzzle,25,0.0,nan,nan,'Bright and colorful. Artist Royce McClure. Made in the USA. Recycled materials. 1000 Pieces',3.5,https://amazon.com/White-Mountain-Puzzles-Butterflies-Jigsaw/dp/B0013C8RVI,-0.296,1.0,0.40733500000000006,10.0,0.1728375,8.0,0.56025,11.0
3905,3906,Ravensburger Picky Picky 1000 Piece Ultra Challenge Puzzle,2,0.0,nan,nan,,5.0,https://amazon.com/Ravensburger-Picky-Piece-Challenge-Puzzle/dp/B000A40VFU,,0.0,0.512775,2.0,,0.0,0.7096,1.0
3906,3907,Frank Lloyd Wright: Imperial Hotel Peacock Carpet 1000 Piece Jigsaw Puzzle (Pomegranate Artpiece Puzzle),11,0.0,nan,nan,'Puzzle size: 25 x 25 inches. 1000 jigsaw pieces. Superb color reproduction. WARNING: Choking hazardÑsmall parts. Not suitable for children under 3 years',3.2,https://amazon.com/Frank-Lloyd-Wright-Imperial-Pomegranate/dp/0764958453,-0.296,1.0,0.5900133333333333,5.0,0.42641249999999997,4.0,0.5633750000000001,6.0
3907,3908,Quail,1,23.99,Cobble Hill,https://images-na.ssl-images-amazon.com/images/I/81bAhnLDpsL._SL1200_.jpg,'Age: 12+. Pieces: 1000. Puzzle Type: Jigsaw Puzzle. Theme: Birds',5.0,https://amazon.com/Cobble-Hill-Quail-Jigsaw-Puzzle/dp/B07NBT3GJD,,0.0,0.1006,1.0,0.5984,1.0,0.7289,1.0
3908,3909,Snowman in The Wild (Large Piece) 1000 Piece Jigsaw Puzzle by SunsOut,4,17.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91T37pIVUrL._SL1500_.jpg,'Snowman in the Wild (Large Piece) 1000 Piece Jigsaw Puzzle by SunsOut. 1000 Piece Jigsaw Puzzle - Completed Size: 27x35. Puzzle Artist: Liz Goodrich Dillon. Eco-Friendly - Soy-Based Inks - Recycled Board - Made in the USA. Interlocking Pieces & Durable Construction',4.0,https://amazon.com/Snowman-Large-Jigsaw-Puzzle-SunsOut/dp/B0753RPY1T,,0.0,0.24664999999999998,2.0,,0.0,0.28335,2.0
3909,3910,Aquarius Smithsonian Presidents 1000 Piece Jigsaw Puzzle,1,21.72,Aquarius,nan,"'Contains 1000 pieces. Completed puzzle measures 20"" x 28"" easy frame. Officially licensed merchandise'",5.0,https://amazon.com/Aquarius-Smithsonian-Presidents-Jigsaw-Puzzle/dp/B074RGH92G,,0.0,,0.0,,0.0,,0.0
3910,3911,Aquarius Unicorn Miracle 1000 Piece Jigsaw Puzzle,1,24.88,Aquarius,nan,"'Contains 1000 pieces. Completed puzzle measures 20"" x 28"" easy frame. Officially licensed merchandise'",5.0,https://amazon.com/Aquarius-Unicorn-Miracle-Jigsaw-Puzzle/dp/B074R85YJ1,,0.0,0.2263,1.0,,0.0,,0.0
3911,3912,Annual Family Reunion 1000 Pc Jigsaw Puzzle by SunsOut,3,17.99,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91RtbYLA1bL._SL1500_.jpg,"'Annual Family Reunion 1000 Pc Jigsaw Puzzle by SunsOut. Artist: Sheila Lee. Finished Size: 20x27. 100% of SunsOut products are made in the USA on recycled board and Eco-Friendly, Soy-based ink. SunsOut Puzzle Company has over 1000 designs to choose from - puzzles for all ages, from 48pcs to 6000pcs!'",3.5,https://amazon.com/SunsOut-Annual-Family-Reunion-Jigsaw/dp/B01NCHJT42,,0.0,0.433125,2.0,0.06936666666666667,1.0,,0.0
3912,3913,World of Cats 1000 pc Jigsaw Puzzle -Cat Theme- by SunsOut,3,25.96,SUNSOUT INC,https://images-na.ssl-images-amazon.com/images/I/91RpHuq0f4L._SL1500_.jpg,"'1000 Piece Jigsaw Puzzle. Finished Size: 20"" x 27"". Artist: Bill Bell. Eco-Friendly - Soy-Based Inks - Recycled Board. Proudly Made In The USA'",3.8,https://amazon.com/World-Jigsaw-Puzzle-theme-SunsOut/dp/B01B0TWQEW,,0.0,0.31485,2.0,0.4159666666666667,2.0,0.22436666666666671,2.0
3913,3914,EuroGraphics John Lennon Color Portraits (1000 Piece) Puzzle,5,0.0,nan,https://images-na.ssl-images-amazon.com/images/I/71zptzXHDEL._SL1200_.jpg,"'1000-Piece Puzzle. Box size: 10"" x 14"" x 2.37"". Finished Puzzle Size: 19.25"" x 26.5"". Made in the USA using the highest quality blue board', ""Strong high-quality, easy fit puzzle pieces that won't break""",3.9,https://amazon.com/EuroGraphics-Lennon-Color-Portraits-Puzzle/dp/B01AD1VBLC,,0.0,0.62595,2.0,0.7079,2.0,0.7351,1.0
3914,3915,Vermont Christmas Company Patriotic Candy Jigsaw Puzzle 1000 Piece (Candy Collage),1,13.99,Vermont Christmas Company,https://images-na.ssl-images-amazon.com/images/I/81zpQbQRcsL._SL1000_.jpg,"'Jigsaw puzzle includes 1000 pieces & measures 30""x24"" when completed Proudly made in the U.S.A with recycled materials Each puzzle features fully interlocking and randomly shaped pieces Produced on thick, quality blue board Putting together this fun collage puzzle might just give you a sweet tooth!'",4.0,https://amazon.com/Vermont-Christmas-Company-Patriotic-Collage/dp/B00OKICJ98,,0.0,0.3401,1.0,,0.0,,0.0
